ticker,chart_symbol,former_symbols,windows,n_windows,start,end,days,mktcap_bucket,best_rank,num_flagpoles,hh_dates,resistances,latest_resistance,is_valid_flag,notes
ACMR,ACMR,,6M,1,2020-04-17,2020-07-14,88,small,6.0,6.0,2020-04-17; 2020-04-29; 2020-05-19; 2020-07-14; 2020-07-23; 2020-08-06,12.6733; 14.0; 23.0833; 30.46; 31.1633; 37.9567,37.9567,,
ACMR,ACMR,,6M,1,2020-08-21,2020-08-24,3,small,15.0,1.0,2020-10-05,25.7167,25.7167,,
ACMR,ACMR,,1M+3M+6M,3,2021-09-13,2021-10-19,36,mid,7.0,2.0,2021-10-07; 2021-11-15,39.7067; 37.1167,37.1167,,
ACMR,ACMR,,6M,1,2022-01-18,2022-01-19,1,small,10.0,2.0,2022-02-02; 2022-02-10,27.7933; 29.4967,29.4967,,
ACMR,ACMR,,1M+3M+6M,3,2023-08-23,2023-10-25,63,small,2.0,3.0,2023-09-06; 2023-10-02; 2023-10-17,19.99; 18.74; 21.07,21.07,,
ACMR,ACMR,,6M,1,2024-01-16,2024-01-25,9,small,13.0,3.0,2024-01-12; 2024-01-22; 2024-03-01,22.24; 22.47; 34.3999,34.3999,,
ACMR,ACMR,,1M+3M,2,2024-03-04,2024-04-05,32,mid,5.0,2.0,2024-03-01; 2024-04-04,34.3999; 33.4,33.4,,
ACMR,ACMR,,1M+3M+6M,3,2025-02-26,2025-03-28,30,small,5.0,3.0,2025-02-26; 2025-03-17; 2025-04-23,28.64; 30.64; 22.19,22.19,,
ACMR,ACMR,,1M+3M+6M,3,2025-12-30,2026-02-25,57,mid,5.0,3.0,2026-01-22; 2026-02-03; 2026-02-11,56.3; 64.7871; 71.65,71.65,,
ACMR,ACMR,,1M+3M+6M,3,2026-05-11,2026-07-14,64,mid,4.0,5.0,2026-05-13; 2026-05-29; 2026-06-22; 2026-06-30; 2026-08-07,67.66; 94.2116; 111.41; 127.19; 92.55,92.55,,
ACNT,ACNT,,1M+3M+6M,3,2007-05-08,2007-06-29,52,small,1.0,2.0,2007-06-07; 2007-06-20,41.0; 47.45,47.45,,
ACOM.3^12,ACOM,,1M+3M+6M,3,2011-05-03,2011-05-23,20,mid,2.0,2.0,2011-04-29; 2011-06-01,45.79; 41.99,41.99,,
ACOM.3^12,ACOM,,1M+3M+6M,3,2012-05-14,2012-05-15,1,small,12.0,2.0,2012-06-11; 2012-06-19,28.0; 28.43,28.43,,
ACOM.3^12,ACOM,,1M+3M+6M,3,2012-06-21,2012-06-26,5,small,3.0,2.0,2012-07-03; 2012-08-03,29.42; 33.8,33.8,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2006-10-02,2006-12-11,70,small,1.0,2.0,2006-11-22; 2007-01-17,2472.0; 2157.6,2157.6,,
ACORQ^24,ACORQ,ACOR,1M+6M,2,2007-02-23,2007-03-05,10,small,2.0,1.0,2007-04-12,2910.0,2910.0,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2008-01-28,2008-02-13,16,small,5.0,2.0,2008-01-29; 2008-03-24,3376.8; 2504.4,2504.4,,
ACORQ^24,ACORQ,ACOR,1M,1,2008-06-17,2008-06-19,2,small,7.0,3.0,2008-07-02; 2008-07-09; 2008-07-28,4046.4; 4108.8; 4278.0,4278.0,,
ACORQ^24,ACORQ,ACOR,6M,1,2009-03-23,2009-03-26,3,small,11.0,4.0,2009-03-23; 2009-04-17; 2009-04-23; 2009-05-06,3236.4; 2352.0; 2736.0; 3044.4,3044.4,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2011-04-19,2011-05-05,16,small,6.0,2.0,2011-04-15; 2011-05-31,3505.2; 4017.6,4017.6,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2013-05-02,2013-05-03,1,small,8.0,1.0,2013-06-11,4174.8,4174.8,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2017-02-14,2017-03-22,36,small,9.0,3.0,2017-02-10; 2017-02-28; 2017-03-09,3138.0; 3426.0; 3960.0,3960.0,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2017-08-03,2017-09-14,42,small,7.0,4.0,2017-08-28; 2017-09-25; 2017-10-04; 2017-10-20,3192.0; 2910.0; 3216.0; 3312.0,3312.0,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2017-11-01,2017-11-13,12,small,7.0,4.0,2017-11-01; 2017-12-05; 2017-12-08; 2017-12-13,3552.0; 2556.0; 2574.0; 2622.0,2622.0,,
ACORQ^24,ACORQ,ACOR,1M,1,2018-06-11,2018-06-12,1,small,9.0,1.0,2018-06-08,4362.0,4362.0,,
ACORQ^24,ACORQ,ACOR,1M+3M+6M,3,2018-11-06,2018-11-30,24,small,6.0,1.0,2018-11-08,2595.6,2595.6,,
ACRS,ACRS,,1M+6M,2,2016-12-16,2016-12-21,5,small,6.0,1.0,2016-12-19,31.8,31.8,,
ACRS,ACRS,,1M+3M+6M,3,2021-01-21,2021-04-23,92,small,2.0,4.0,2021-01-20; 2021-02-12; 2021-03-15; 2021-04-08,24.28; 25.48; 26.4962; 30.375,30.375,,
ACRS,ACRS,,1M+3M+6M,3,2024-11-19,2024-12-12,23,small,2.0,1.0,2024-11-19,5.17,5.17,,
ACRS,ACRS,,6M,1,2026-07-21,2026-09-08,49,small,7.0,2.0,2026-08-05; 2026-08-25,6.515; 6.5999,6.5999,,
ACRV,ACRV,,1M+3M+6M,3,2024-04-09,2024-05-01,22,small,3.0,2.0,2024-04-09; 2024-05-03,11.9; 10.29,10.29,,
ACTG,ACTG,,1M+3M+6M,3,2010-11-09,2010-11-10,1,small,8.0,2.0,2010-11-24; 2010-12-07,28.2; 30.2,30.2,,
ACTG,ACTG,,1M+3M+6M,3,2011-03-04,2011-03-25,21,small,2.0,3.0,2011-03-03; 2011-04-05; 2011-05-02,36.44; 37.99; 41.89,41.89,,
ACTG,ACTG,,1M+3M+6M,3,2011-08-04,2011-08-09,5,small,2.0,4.0,2011-08-02; 2011-09-01; 2011-09-09; 2011-09-19,46.32; 44.95; 45.89; 47.24,47.24,,
ACTG,ACTG,,3M+6M,2,2011-09-21,2011-09-26,5,small,9.0,2.0,2011-10-21; 2011-10-28,40.62; 43.83,43.83,,
ACTG,ACTG,,1M+3M+6M,3,2014-04-17,2014-04-24,7,small,3.0,1.0,2014-05-29,16.49,16.49,,
ACVA,ACVA,,1M+3M+6M,3,2021-12-02,2021-12-08,6,mid,10.0,1.0,2022-01-04,19.73,19.73,,
ACVA,ACVA,,1M+3M+6M,3,2023-02-22,2023-03-13,19,small,7.0,2.0,2023-02-23; 2023-03-21,13.2385; 13.23,13.23,,
AD,AD,,1M+3M+6M,3,2023-08-09,2023-08-23,14,mid,1.0,1.0,2023-09-14,42.96,42.96,,
AD,AD,,1M+3M+6M,3,2024-05-09,2024-06-21,43,mid,3.0,4.0,2024-05-09; 2024-06-05; 2024-06-28; 2024-07-16,49.89; 60.14; 57.88; 59.42,59.42,,
ADAPY,ADAPY,,1M+3M+6M,3,2020-01-14,2020-02-20,37,small,1.0,1.0,2020-02-05,4.65,4.65,,
ADAPY,ADAPY,,1M+3M+6M,3,2020-05-29,2020-06-22,24,small,2.0,1.0,2020-06-01,13.4,13.4,,
ADAPY,ADAPY,,1M,1,2021-09-07,2021-09-13,6,small,5.0,1.0,2021-09-10,6.86,6.86,,
ADBE,ADBE,,1M,1,2009-03-30,2009-04-02,3,large_plus,4.0,4.0,2009-03-26; 2009-04-03; 2009-04-09; 2009-05-01,23.0; 24.26; 24.97; 28.0,28.0,,
ADCT.1^10,ADCT,,3M,1,2009-05-05,2009-05-08,3,small,12.0,2.0,2009-05-06; 2009-06-09,8.66; 8.85,8.85,,
ADEA,ADEA,,1M+3M+6M,3,2005-02-15,2005-03-22,35,small,4.0,3.0,2005-02-15; 2005-03-08; 2005-04-06,43.32; 46.28; 45.98,45.98,,
ADEA,ADEA,,1M+3M+6M,3,2006-07-24,2006-08-01,8,small,1.0,2.0,2006-07-28; 2006-08-02,32.34; 35.46,35.46,,
ADEA,ADEA,,6M,1,2008-02-19,2008-02-21,2,small,14.0,1.0,2008-03-28,24.72,24.72,,
ADEA,ADEA,,1M+3M,2,2008-08-13,2008-08-27,14,small,8.0,2.0,2008-08-13; 2008-08-20,23.59; 24.84,24.84,,
ADEA,ADEA,,1M,1,2008-11-14,2008-11-26,12,small,6.0,1.0,2008-11-13,19.51,19.51,,
ADEA,ADEA,,6M,1,2026-05-07,2026-05-12,5,mid,12.0,2.0,2026-06-04; 2026-06-09,33.45; 33.61,33.61,,
ADLR^11,ADLR,,1M+3M+6M,3,2007-03-14,2007-03-30,16,small,4.0,2.0,2007-03-13; 2007-05-09,9.45; 3.99,3.99,,
ADM,ADM,,1M+3M+6M,3,2006-05-17,2006-05-23,6,large_plus,1.0,1.0,2006-07-03,43.7,43.7,,
ADM,ADM,,1M+3M+6M,3,2008-11-11,2008-12-24,43,large_plus,1.0,5.0,2008-11-14; 2008-11-25; 2008-12-11; 2008-12-17; 2009-01-05,27.24; 27.89; 28.84; 29.05; 29.5,29.5,,
ADM,ADM,,1M+6M,2,2009-02-20,2009-02-23,3,large_plus,2.0,2.0,2009-03-18; 2009-04-02,28.96; 29.21,29.21,,
ADMA,ADMA,,1M+3M+6M,3,2022-12-07,2022-12-27,20,small,7.0,3.0,2022-12-12; 2022-12-22; 2023-01-03,3.785; 3.8; 3.98,3.98,,
ADMA,ADMA,,3M+6M,2,2024-10-10,2024-10-11,1,mid,5.0,2.0,2024-10-09; 2024-11-11,21.13; 23.64,23.64,,
ADMA,ADMA,,6M,1,2024-11-18,2024-11-27,9,mid,12.0,1.0,2025-01-07,19.25,19.25,,
ADMA,ADMA,,1M+3M+6M,3,2025-03-13,2025-05-13,61,mid,2.0,5.0,2025-03-25; 2025-04-15; 2025-04-28; 2025-06-04; 2025-06-11,20.7; 22.25; 25.67; 20.79; 22.37,22.37,,
ADMS^21,ADMS,,1M+3M+6M,3,2015-12-24,2016-01-15,22,small,1.0,1.0,2015-12-28,31.84,31.84,,
ADMS^21,ADMS,,1M+3M+6M,3,2017-09-07,2017-09-21,14,small,3.0,3.0,2017-09-05; 2017-09-19; 2017-10-05,22.58; 23.84; 24.18,24.18,,
ADMS^21,ADMS,,1M+3M+6M,3,2017-11-06,2018-02-07,93,small,3.0,3.0,2017-11-03; 2017-11-30; 2018-01-24,29.29; 38.22; 44.0,44.0,,
ADMS^21,ADMS,,1M+6M,2,2018-05-04,2018-05-18,14,small,8.0,2.0,2018-05-09; 2018-05-18,32.38; 32.9,32.9,,
ADNH,ADNH,,1M+3M,2,2022-06-23,2022-07-25,32,small,4.0,3.0,2022-07-18; 2022-08-15; 2022-09-01,108.0; 99.3; 96.3,96.3,,
ADNT,ADNT,,1M,1,2019-02-01,2019-02-15,14,small,11.0,1.0,2019-02-25,21.59,21.59,,
ADNT,ADNT,,1M+3M+6M,3,2019-04-22,2019-05-08,16,mid,1.0,3.0,2019-04-22; 2019-05-03; 2019-06-11,26.02; 25.0054; 22.37,22.37,,
ADNT,ADNT,,1M+3M+6M,3,2019-07-16,2019-09-26,72,mid,2.0,3.0,2019-08-06; 2019-09-13; 2019-10-17,25.79; 26.4; 25.2,25.2,,
ADNT,ADNT,,3M+6M,2,2019-11-14,2019-12-20,36,mid,5.0,1.0,2019-12-12,24.71,24.71,,
ADNT,ADNT,,3M,1,2020-11-09,2020-11-10,1,mid,12.0,3.0,2020-11-09; 2020-11-16; 2020-12-09,28.84; 29.08; 37.88,37.88,,
ADP,ADP,,1M+3M+6M,3,2008-11-26,2008-12-16,20,large_plus,3.0,2.0,2008-11-28; 2009-01-06,41.27; 40.99,40.99,,
ADPT,ADPT,,1M,1,2019-08-22,2019-09-11,20,mid,2.0,1.0,2019-09-05,55.1203,55.1203,,
ADPT,ADPT,,1M+3M+6M,3,2019-11-29,2020-01-06,38,mid,12.0,4.0,2019-12-12; 2019-12-23; 2020-01-28; 2020-02-07,31.97; 33.4; 32.17; 32.89,32.89,,
ADPT,ADPT,,1M,1,2020-04-16,2020-04-17,1,mid,7.0,4.0,2020-04-22; 2020-04-28; 2020-05-12; 2020-05-26,30.77; 33.45; 39.46; 42.19,42.19,,
ADPT,ADPT,,3M+6M,2,2025-02-24,2025-03-06,10,small,8.0,1.0,2025-03-24,9.01,9.01,,
ADPT,ADPT,,3M+6M,2,2025-05-05,2025-05-12,7,small,9.0,2.0,2025-05-02; 2025-06-11,10.28; 10.87,10.87,,
ADPT,ADPT,,1M+3M,2,2026-06-11,2026-08-18,68,mid,5.0,4.0,2026-07-02; 2026-07-16; 2026-08-10; 2026-08-27,22.8; 23.15; 26.155; 26.87,26.87,,
ADPTQ^17,ADPTQ,ADPT,1M+3M+6M,3,2015-05-06,2015-05-12,6,small,2.0,3.0,2015-05-21; 2015-06-10; 2015-06-17,71.58; 86.5; 91.7793,91.7793,,
ADPTQ^17,ADPTQ,ADPT,1M+3M+6M,3,2015-07-21,2015-08-19,29,mid,1.0,4.0,2015-07-24; 2015-08-05; 2015-09-09; 2015-09-18,113.55; 123.9699; 108.28; 121.76,121.76,,
ADT,ADT,,1M+3M+6M,3,2020-08-04,2020-08-20,16,mid,5.0,2.0,2020-08-03; 2020-09-11,17.21; 11.35,11.35,,
ADTN,ADTN,,1M,1,2026-04-01,2026-04-07,6,small,10.0,2.0,2026-04-21; 2026-05-01,17.99; 18.69,18.69,,
ADVM^25,ADVM,,1M+3M+6M,3,2018-02-08,2018-03-20,40,small,3.0,3.0,2018-03-05; 2018-03-15; 2018-04-18,78.5; 80.5; 68.5,68.5,,
ADVM^25,ADVM,,1M+3M+6M,3,2019-06-28,2019-07-29,31,small,1.0,5.0,2019-07-01; 2019-07-10; 2019-07-16; 2019-08-19; 2019-09-06,125.0; 162.0; 163.834; 138.7; 129.7,129.7,,
ADVM^25,ADVM,,1M+3M,2,2019-12-12,2020-02-21,71,small,6.0,3.0,2019-12-26; 2020-02-19; 2020-03-26,124.6; 168.1; 122.1,122.1,,
ADVM^25,ADVM,,1M,1,2020-05-05,2020-05-06,1,small,16.0,1.0,2020-05-06,237.899,237.899,,
ADVS^15,ADVS,,1M,1,2007-08-09,2007-08-22,13,small,5.0,3.0,2007-08-09; 2007-09-24; 2007-09-27,23.555; 23.43; 24.175,24.175,,
AEBI,AEBI,,1M+3M+6M,3,2007-09-05,2007-09-07,2,small,5.0,3.0,2007-09-14; 2007-09-21; 2007-09-27,16.93; 17.15; 18.1,18.1,,
AEGR^16,AEGR,,1M+3M+6M,3,2012-10-23,2012-11-15,23,small,1.0,3.0,2012-10-31; 2012-12-14; 2012-12-26,23.0; 23.5; 26.73,26.73,,
AEGR^16,AEGR,,1M+3M+6M,3,2013-05-22,2013-06-19,28,small,2.0,3.0,2013-06-06; 2013-07-22; 2013-07-30,75.69; 81.0; 97.46,97.46,,
AEGR^16,AEGR,,1M+3M+6M,3,2013-07-30,2013-08-16,17,mid,1.0,2.0,2013-09-04; 2013-09-10,94.085; 97.25,97.25,,
AEHR,AEHR,,1M+3M+6M,3,2021-07-19,2021-11-19,123,small,1.0,8.0,2021-07-21; 2021-08-02; 2021-08-31; 2021-09-13; 2021-09-24; 2021-10-19; 2021-10-26; 2021-11-05,8.6; 6.21; 8.36; 12.41; 16.75; 22.65; 23.17; 27.09,27.09,,
AEHR,AEHR,,6M,1,2022-01-06,2022-01-12,6,small,1.0,2.0,2022-02-02; 2022-02-10,13.6799; 15.3104,15.3104,,
AEHR,AEHR,,1M+3M,2,2022-08-05,2022-08-29,24,small,5.0,3.0,2022-08-10; 2022-08-24; 2022-10-10,18.29; 19.43; 17.61,17.61,,
AEHR,AEHR,,1M+3M+6M,3,2022-10-19,2022-12-13,55,small,2.0,4.0,2022-10-26; 2022-11-15; 2022-11-23; 2022-12-01,23.23; 26.67; 27.0; 28.0,28.0,,
AEHR,AEHR,,1M+3M+6M,3,2023-01-24,2023-02-15,22,small,3.0,3.0,2023-01-26; 2023-02-07; 2023-03-23,36.92; 37.57; 40.6899,40.6899,,
AEHR,AEHR,,1M+6M,2,2023-06-01,2023-06-15,14,small,8.0,4.0,2023-06-09; 2023-07-03; 2023-07-18; 2023-07-25,44.25; 44.24; 53.0; 54.0,54.0,,
AEHR,AEHR,,1M+3M+6M,3,2023-07-24,2023-08-09,16,small,8.0,3.0,2023-07-25; 2023-08-01; 2023-09-06,54.0; 54.1; 53.055,53.055,,
AEHR,AEHR,,1M,1,2024-07-17,2024-08-05,19,small,6.0,3.0,2024-07-17; 2024-08-26; 2024-08-30,21.44; 15.43; 15.686,15.686,,
AEHR,AEHR,,1M+3M+6M,3,2025-07-23,2025-10-06,75,small,9.0,3.0,2025-08-28; 2025-09-23; 2025-10-02,27.51; 34.1; 34.3495,34.3495,,
AEHR,AEHR,,1M+3M+6M,3,2026-02-20,2026-06-29,129,small,1.0,7.0,2026-03-04; 2026-04-24; 2026-05-14; 2026-05-27; 2026-06-15; 2026-07-15; 2026-08-04,46.95; 102.48; 108.751; 112.0; 126.62; 110.2; 111.0,111.0,,
AEIS,AEIS,,1M+3M+6M,3,2006-02-27,2006-03-01,2,small,12.0,2.0,2006-03-15; 2006-04-07,14.69; 15.59,15.59,,
AEIS,AEIS,,1M+3M+6M,3,2007-05-10,2007-05-11,1,small,5.0,1.0,2007-06-13,25.55,25.55,,
AEIS,AEIS,,6M,1,2010-11-01,2010-11-02,1,small,12.0,1.0,2010-12-14,13.21,13.21,,
AEIS,AEIS,,1M,1,2013-11-12,2013-11-22,10,small,9.0,1.0,2013-11-22,24.589,24.589,,
AEIS,AEIS,,1M+3M+6M,3,2026-02-10,2026-04-09,58,large_plus,5.0,6.0,2026-02-11; 2026-02-25; 2026-03-02; 2026-03-25; 2026-04-14; 2026-04-21,325.685; 347.2791; 350.0; 360.0; 386.25; 397.44,397.44,,
AEM,AEM,,1M+3M+6M,3,2006-02-17,2006-03-14,25,mid,1.0,4.0,2006-02-21; 2006-03-02; 2006-04-06; 2006-04-19,27.04; 28.36; 33.12; 35.88,35.88,,
AEM,AEM,,1M+3M+6M,3,2006-05-15,2006-05-19,4,mid,3.0,2.0,2006-05-11; 2006-06-05,41.7; 35.04,35.04,,
AEM,AEM,,1M+3M+6M,3,2008-03-19,2008-03-27,8,large_plus,1.0,2.0,2008-03-17; 2008-04-16,83.45; 76.17,76.17,,
AEM,AEM,,1M+3M+6M,3,2008-12-15,2009-02-25,72,mid,2.0,5.0,2008-12-17; 2009-01-02; 2009-01-26; 2009-02-06; 2009-02-11,49.36; 52.91; 59.19; 56.03; 56.9,56.9,,
AEMD,AEMD,,1M+3M,2,2021-06-14,2021-07-26,42,small,1.0,1.0,2021-07-22,24880.0,24880.0,,
AEO,AEO,,6M,1,2008-02-11,2008-02-13,2,mid,14.0,2.0,2008-02-27; 2008-03-24,23.73; 19.15,19.15,,
AEO,AEO,,1M,1,2008-09-12,2008-09-17,5,mid,11.0,2.0,2008-09-10; 2008-09-19,17.11; 18.0,18.0,,
AEO,AEO,,1M,1,2009-03-16,2009-03-30,14,mid,8.0,5.0,2009-03-27; 2009-04-02; 2009-04-13; 2009-04-22; 2009-05-06,12.95; 13.72; 14.14; 16.03; 16.5,16.5,,
AEO,AEO,,3M+6M,2,2009-04-09,2009-04-24,15,mid,6.0,4.0,2009-04-13; 2009-04-22; 2009-05-06; 2009-06-01,14.14; 16.03; 16.5; 15.65,15.65,,
AEO,AEO,,1M+3M+6M,3,2019-09-17,2019-09-23,6,mid,7.0,2.0,2019-09-13; 2019-10-25,18.01; 16.825,16.825,,
AEO,AEO,,1M+3M,2,2025-08-11,2025-09-18,38,mid,7.0,5.0,2025-08-13; 2025-08-28; 2025-09-05; 2025-09-17; 2025-10-29,13.55; 13.64; 19.02; 20.43; 17.33,17.33,,
AERI^22,AERI,,1M+3M,2,2015-06-23,2015-08-03,41,small,2.0,3.0,2015-06-19; 2015-07-15; 2015-08-28,22.3789; 20.02; 17.11,17.11,,
AERI^22,AERI,,1M+3M+6M,3,2015-09-21,2015-11-25,65,small,2.0,5.0,2015-09-17; 2015-10-19; 2015-10-28; 2015-11-09; 2015-11-25,33.25; 21.7906; 24.67; 26.78; 28.21,28.21,,
AERI^22,AERI,,1M+3M+6M,3,2016-09-14,2016-10-14,30,small,2.0,2.0,2016-09-27; 2016-11-18,41.72; 43.4,43.4,,
AERI^22,AERI,,3M+6M,2,2016-11-28,2016-12-05,7,small,1.0,3.0,2016-12-05; 2017-01-04; 2017-01-13,41.45; 40.85; 43.1,43.1,,
AERI^22,AERI,,1M+6M,2,2017-06-09,2017-06-14,5,small,3.0,3.0,2017-06-22; 2017-07-12; 2017-07-24,55.95; 58.35; 58.65,58.65,,
AERI^22,AERI,,6M,1,2019-03-14,2019-04-09,26,mid,9.0,2.0,2019-03-21; 2019-05-09,50.1; 44.13,44.13,,
AERI^22,AERI,,1M+3M+6M,3,2022-08-23,2022-08-24,1,small,5.0,1.0,2022-09-07,15.37,15.37,,
AES,AES,,1M,1,2009-05-28,2009-06-09,12,mid,5.0,2.0,2009-06-01; 2009-07-01,10.74; 11.88,11.88,,
AESI,AESI,,1M,1,2026-03-27,2026-05-18,52,small,11.0,2.0,2026-05-05; 2026-05-21,19.61; 20.13,20.13,,
AET^18,AET,,1M+3M+6M,3,2008-12-26,2009-02-20,56,large_plus,1.0,3.0,2009-01-06; 2009-01-28; 2009-02-06,30.56; 34.39; 34.87,34.87,,
AET^18,AET,,6M,1,2009-04-14,2009-04-15,1,large_plus,14.0,2.0,2009-04-15; 2009-05-08,27.86; 28.16,28.16,,
AET^18,AET,,1M+3M+6M,3,2009-07-20,2009-08-04,15,large_plus,1.0,2.0,2009-07-28; 2009-08-25,29.47; 30.42,30.42,,
AEVA,AEVA,,1M+6M,2,2021-12-01,2021-12-03,2,mid,10.0,1.0,2021-12-01,10.75,10.75,,
AEVA,AEVA,,1M+3M+6M,3,2025-05-05,2025-07-14,70,small,1.0,2.0,2025-05-16; 2025-06-30,18.74; 38.8,38.8,,
AEVA,AEVA,,6M,1,2025-09-22,2025-09-23,1,small,8.0,3.0,2025-09-19; 2025-10-15; 2025-10-27,19.07; 20.66; 18.5,18.5,,
AFAM^18,AFAM,,1M+3M+6M,3,2008-08-12,2008-09-08,27,small,2.0,3.0,2008-08-11; 2008-08-29; 2008-10-14,44.44; 46.45; 42.8,42.8,,
AFAM^18,AFAM,,1M+3M+6M,3,2008-11-04,2008-12-11,37,small,1.0,3.0,2008-11-10; 2008-12-10; 2009-01-06,53.85; 51.0; 47.9,47.9,,
AFFX^16,AFFX,,1M+3M+6M,3,2006-11-01,2006-11-13,12,small,7.0,1.0,2006-12-14,26.78,26.78,,
AFFX^16,AFFX,,1M,1,2009-08-03,2009-08-13,10,small,5.0,4.0,2009-08-03; 2009-08-14; 2009-09-11; 2009-09-23,9.65; 9.69; 8.865; 9.47,9.47,,
AFFX^16,AFFX,,1M+3M+6M,3,2010-02-09,2010-02-24,15,small,1.0,3.0,2010-02-08; 2010-02-17; 2010-03-12,7.65; 7.9; 8.1,8.1,,
AFFY,AFFY,,1M+3M+6M,3,2011-12-08,2012-04-09,123,small,1.0,6.0,2011-12-08; 2012-02-08; 2012-02-14; 2012-03-02; 2012-03-27; 2012-05-16,8.45; 11.13; 11.36; 10.97; 16.25; 14.95,14.95,,
AFFY,AFFY,,1M+3M+6M,3,2012-07-24,2012-08-01,8,small,1.0,3.0,2012-08-07; 2012-08-20; 2012-09-06,17.16; 17.88; 19.19,19.19,,
AFFY,AFFY,,1M+3M+6M,3,2012-10-23,2012-11-01,9,small,1.0,2.0,2012-11-13; 2012-11-30,24.15; 24.94,24.94,,
AFFY,AFFY,,1M,1,2013-05-28,2013-06-06,9,small,3.0,1.0,2013-05-31,2.1,2.1,,
AFJK,AFJK,,1M+3M+6M,3,2025-12-15,2026-01-21,37,small,1.0,1.0,2025-12-31,130.37,130.37,,
AFL,AFL,,1M,1,2008-09-19,2008-09-25,6,large_plus,10.0,2.0,2008-09-19; 2008-11-05,34.0; 24.68,24.68,,
AFL,AFL,,1M+3M+6M,3,2009-04-07,2009-06-11,65,mid,2.0,3.0,2009-05-08; 2009-06-02; 2009-07-15,18.83; 18.865; 16.36,16.36,,
AFMDQ,AFMDQ,AFMD,1M+3M+6M,3,2021-04-14,2021-05-07,23,small,10.0,2.0,2021-04-14; 2021-04-26,107.897; 117.4,117.4,,
AFOP^16,AFOP,,1M+3M+6M,3,2013-07-29,2013-10-07,70,small,1.0,4.0,2013-07-29; 2013-08-26; 2013-09-11; 2013-09-19,17.685; 20.3895; 21.25; 23.94,23.94,,
AFOP^16,AFOP,,1M+3M+6M,3,2014-04-23,2014-05-30,37,small,1.0,4.0,2014-04-23; 2014-04-28; 2014-05-02; 2014-05-29,19.38; 20.02; 20.64; 22.6,22.6,,
AFRM,AFRM,,1M+3M,2,2021-06-18,2021-07-07,19,large_plus,4.0,3.0,2021-06-17; 2021-07-02; 2021-08-05,70.81; 69.79; 71.5,71.5,,
AFRM,AFRM,,1M+3M+6M,3,2021-08-17,2021-11-11,86,large_plus,1.0,6.0,2021-08-30; 2021-09-10; 2021-09-24; 2021-10-19; 2021-10-25; 2021-11-08,101.0; 126.46; 133.17; 160.69; 165.94; 176.65,176.65,,
AFRM,AFRM,,1M+3M+6M,3,2022-07-21,2022-08-19,29,mid,4.0,2.0,2022-07-21; 2022-08-16,30.73; 40.97,40.97,,
AFRM,AFRM,,1M,1,2023-01-26,2023-02-09,14,mid,2.0,3.0,2023-01-24; 2023-02-02; 2023-03-06,16.05; 22.75; 14.36,14.36,,
AFRM,AFRM,,1M+3M+6M,3,2023-04-26,2023-09-26,153,mid,1.0,8.0,2023-05-11; 2023-05-23; 2023-06-09; 2023-07-13; 2023-07-19; 2023-08-01; 2023-09-18; 2023-11-03,13.19; 15.41; 19.58; 17.98; 18.67; 19.7384; 25.63; 23.14,23.14,,
AFRM,AFRM,,1M+3M+6M,3,2023-11-14,2024-01-10,57,mid,1.0,4.0,2023-12-14; 2023-12-27; 2024-01-22; 2024-02-09,46.96; 52.48; 47.7499; 49.99,49.99,,
AFRM,AFRM,,1M+3M+6M,3,2024-09-03,2024-12-19,107,large_plus,1.0,8.0,2024-09-03; 2024-09-19; 2024-10-15; 2024-11-13; 2024-11-25; 2024-12-05; 2024-12-16; 2025-01-06,44.99; 47.98; 50.09; 59.2699; 70.2; 72.82; 73.34; 68.1979,68.1979,,
AFRM,AFRM,,1M+3M+6M,3,2025-02-19,2025-02-28,9,large_plus,4.0,2.0,2025-02-18; 2025-03-25,82.527; 53.4702,53.4702,,
AFRM,AFRM,,1M+3M+6M,3,2025-05-09,2025-05-27,18,large_plus,3.0,3.0,2025-05-14; 2025-06-11; 2025-07-08,58.14; 65.49; 73.11,73.11,,
AFRM,AFRM,,1M+3M+6M,3,2025-08-19,2025-09-18,30,large_plus,3.0,3.0,2025-08-18; 2025-08-29; 2025-10-09,80.158; 100.0; 79.35,79.35,,
AFSI^18,AFSI,,1M+3M+6M,3,2014-10-29,2014-11-13,15,mid,1.0,3.0,2014-10-28; 2014-11-13; 2014-12-15,26.75; 26.9; 29.655,29.655,,
AF^17,AF,,1M,1,2009-03-25,2009-03-27,2,small,3.0,2.0,2009-03-24; 2009-04-13,10.08; 10.82,10.82,,
AF^17,AF,,1M,1,2009-07-10,2009-07-14,4,small,10.0,2.0,2009-07-20; 2009-08-10,9.15; 11.84,11.84,,
AG,AG,,1M+3M,2,2011-03-11,2011-04-25,45,small,1.0,4.0,2011-03-09; 2011-03-25; 2011-04-06; 2011-05-31,18.8; 20.5; 26.88; 21.26,21.26,,
