ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
ALMS,ALMS,,2,2025-12-15,2026-07-15,2025-12-15..2026-03-11; 2026-07-06..2026-07-15,1M+3M+6M; 1M+6M,True,mid,1,4,,,
ALMU,ALMU,,1,2026-05-01,2026-05-13,2026-05-01..2026-05-13,1M,False,small,5,3,,,
ALNY,ALNY,,19,2007-08-10,2025-04-07,2007-08-10..2007-08-20; 2007-12-06..2007-12-10; 2008-02-22..2008-02-27; 2012-07-17..2012-08-02; 2013-07-18..2013-07-31; 2014-01-15..2014-03-05; 2014-05-30..2014-06-13; 2014-10-14..2014-12-19; 2015-03-23..2015-04-30; 2015-11-10..2015-11-25; 2016-04-05..2016-04-21; 2016-11-28..2016-12-01; 2017-03-21..2017-03-31; 2017-05-24..2017-06-01; 2017-09-26..2017-11-21; 2019-01-22..2019-01-28; 2020-04-17..2020-05-18; 2022-08-16..2022-08-22; 2025-04-02..2025-04-07,3M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,47,,,
ALO.2^08,ALO,,1,2008-11-26,2008-11-28,2008-11-26..2008-11-28,6M,False,small,5,2,,,
ALOY,ALOY,,1,2026-06-15,2026-07-01,2026-06-15..2026-07-01,1M,False,small,8,2,,,
ALPN^24,ALPN,,2,2020-06-18,2024-04-10,2020-06-18..2020-07-30; 2023-11-16..2024-04-10,1M+3M+6M; 1M+3M+6M,True,small,2,10,,,
ALPP,ALPP,,1,2020-12-30,2021-02-26,2020-12-30..2021-02-26,1M+3M+6M,True,small,1,2,,,
ALT,ALT,,6,2020-05-22,2024-03-14,2020-05-22..2020-08-03; 2021-08-26..2021-09-10; 2022-06-21..2022-09-15; 2022-12-22..2023-01-18; 2023-12-01..2024-01-22; 2024-03-05..2024-03-14,1M+3M+6M; 1M; 1M+3M+6M; 1M; 1M+3M+6M; 6M,True,small,1,18,,,
ALTI.1^16,ALTI,,1,2007-10-23,2007-11-09,2007-10-23..2007-11-09,1M+6M,False,small,1,1,,,
ALTM^25,ALTM,,6,2020-02-06,2024-05-17,2020-02-06..2020-02-20; 2020-11-05..2020-12-08; 2020-12-31..2021-01-15; 2021-08-02..2021-09-20; 2021-11-23..2021-11-24; 2024-05-16..2024-05-17,1M+6M; 3M+6M; 6M; 1M+3M+6M; 6M; 1M,True,mid,7,14,,,
ALTO,ALTO,,12,2006-02-02,2026-07-21,2006-02-02..2006-05-22; 2006-10-30..2006-12-04; 2010-01-15..2010-03-01; 2011-11-21..2011-12-14; 2014-02-27..2014-04-10; 2014-11-14..2014-11-26; 2015-03-09..2015-03-31; 2015-04-15..2015-05-28; 2020-08-12..2020-10-29; 2021-01-14..2021-01-21; 2026-04-08..2026-04-16; 2026-07-10..2026-07-21,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M; 3M+6M; 1M+3M+6M; 6M; 3M+6M; 6M,True,small,1,35,,,
ALTR.1^15,ALTR,,1,2015-04-10,2015-04-16,2015-04-10..2015-04-16,1M+3M+6M,True,large_plus,1,3,,,
ALU^16,ALU,,2,2009-04-01,2011-03-18,2009-04-01..2009-04-02; 2011-03-16..2011-03-18,1M; 1M+3M+6M,True,large_plus,1,5,,,
ALVRQ,ALVRQ,ALVR,1,2007-08-16,2007-08-21,2007-08-16..2007-08-21,3M,False,small,12,2,,,
ALXN^21,ALXN,,3,2007-08-13,2011-10-05,2007-08-13..2007-08-21; 2008-11-11..2008-11-19; 2011-10-03..2011-10-05,1M+3M+6M; 3M+6M; 1M+3M+6M,True,mid,1,7,,,
ALXO,ALXO,,3,2020-12-10,2023-11-13,2020-12-10..2021-01-06; 2021-08-23..2021-09-07; 2023-10-03..2023-11-13,1M+3M; 1M+3M+6M; 1M+3M+6M,True,mid,2,6,,,
ALY^11,ALY,,1,2007-06-29,2007-07-25,2007-06-29..2007-07-25,1M+3M+6M,True,small,10,1,,,
AM,AM,,2,2019-12-27,2020-08-21,2019-12-27..2020-01-17; 2020-04-27..2020-08-21,1M+3M+6M; 1M+3M,True,mid,2,5,,,
AM.2^19,AM,,1,2016-03-23,2016-05-09,2016-03-23..2016-05-09,6M,False,mid,9,5,,,
AMAG^20,AMAG,,10,2006-11-27,2019-10-01,2006-11-27..2006-12-07; 2008-12-09..2008-12-12; 2014-10-31..2014-11-06; 2015-01-21..2015-02-04; 2015-04-02..2015-04-06; 2016-06-27..2016-06-29; 2016-08-09..2016-08-10; 2016-11-03..2016-12-12; 2018-02-20..2018-05-22; 2019-08-15..2019-10-01,1M+3M+6M; 1M; 1M+3M+6M; 3M+6M; 3M+6M; 1M+3M; 3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,28,,,
AMAP^14,AMAP,,1,2013-09-03,2013-09-27,2013-09-03..2013-09-27,1M+6M,False,small,14,3,,,
AMAT,AMAT,,3,2009-03-20,2026-07-13,2009-03-20..2009-04-23; 2021-03-04..2021-03-09; 2026-06-12..2026-07-13,1M+3M+6M; 3M+6M; 1M+3M+6M,True,large_plus,1,8,,,
AMBA,AMBA,,10,2013-05-20,2024-09-11,2013-05-20..2013-08-01; 2014-01-08..2014-01-15; 2014-07-08..2014-07-14; 2014-09-10..2015-01-30; 2015-06-19..2015-07-31; 2015-12-09..2015-12-15; 2018-12-17..2018-12-21; 2021-11-22..2022-01-06; 2022-12-05..2022-12-20; 2024-09-10..2024-09-11,1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+6M,True,small,1,34,,,
AMBQ,AMBQ,AMB,1,2026-05-12,2026-07-14,2026-05-12..2026-07-14,1M+3M+6M,True,small,3,5,,,
AMC,AMC,,21,2017-09-25,2026-09-10,2017-09-25..2017-10-05; 2017-12-08..2017-12-19; 2018-03-01..2018-03-19; 2018-08-16..2018-08-17; 2019-08-07..2019-08-20; 2020-05-05..2020-05-27; 2020-08-20..2020-09-11; 2021-01-27..2021-03-31; 2021-05-17..2021-07-06; 2021-09-02..2021-09-22; 2021-11-10..2021-11-29; 2022-03-29..2022-04-08; 2022-07-18..2022-08-19; 2023-02-03..2023-03-03; 2023-04-28..2023-05-17; 2023-10-25..2023-11-10; 2024-05-14..2024-06-12; 2024-07-08..2024-07-17; 2026-04-15..2026-04-28; 2026-06-12..2026-06-22; 2026-07-31..2026-09-10,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M; 3M; 1M; 1M+3M; 3M+6M,True,mid,1,43,,,
AMCC^17,AMCC,,2,2010-02-05,2010-08-17,2010-02-05..2010-02-17; 2010-05-06..2010-08-17,1M+3M+6M; 1M+3M+6M,True,small,5,6,,,
AMCX,AMCX,,7,2011-09-20,2024-06-11,2011-09-20..2011-09-30; 2021-01-25..2021-01-26; 2021-03-03..2021-03-23; 2021-06-10..2021-06-11; 2023-02-22..2023-03-08; 2023-12-15..2023-12-21; 2024-05-29..2024-06-11,1M+3M; 1M; 1M+3M+6M; 6M; 1M+6M; 3M+6M; 1M+3M,True,mid,4,14,,,
AMD,AMD,,22,2008-05-19,2026-07-15,2008-05-19..2008-06-23; 2008-08-25..2008-09-11; 2009-03-17..2009-06-15; 2009-09-18..2009-10-27; 2013-01-30..2013-02-06; 2013-05-07..2013-05-24; 2015-02-05..2015-02-13; 2016-03-09..2016-09-08; 2016-11-02..2016-12-05; 2017-02-10..2017-03-09; 2017-06-20..2017-07-10; 2018-06-21..2018-06-29; 2018-09-06..2018-10-03; 2019-01-28..2019-02-07; 2019-03-27..2019-03-28; 2020-04-21..2020-05-01; 2020-08-11..2020-09-11; 2021-08-09..2021-08-19; 2021-11-23..2021-12-08; 2022-06-01..2022-06-15; 2025-10-21..2025-10-23; 2026-05-13..2026-07-15,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,61,,,
AMED^25,AMED,,7,2008-10-27,2020-04-17,2008-10-27..2008-11-06; 2009-02-17..2009-02-26; 2010-01-25..2010-02-09; 2010-09-23..2010-10-04; 2014-08-05..2014-08-11; 2018-12-17..2018-12-18; 2020-04-15..2020-04-17,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M,True,small,1,17,,,
AMG,AMG,,3,2008-12-29,2009-05-21,2008-12-29..2009-01-02; 2009-02-18..2009-02-20; 2009-05-19..2009-05-21,1M; 3M; 6M,False,mid,7,5,,,
AMKR,AMKR,,11,2005-06-13,2026-05-08,2005-06-13..2005-08-03; 2006-03-06..2006-05-15; 2006-09-27..2006-10-16; 2008-02-15..2008-03-10; 2008-05-14..2008-05-28; 2009-06-23..2009-07-23; 2011-09-30..2011-10-06; 2019-11-07..2019-11-15; 2021-04-01..2021-04-07; 2025-12-16..2026-02-25; 2026-04-10..2026-05-08,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M+6M; 1M+3M+6M,True,small,1,24,,,
AMLN^12,AMLN,,8,2008-04-08,2012-02-23,2008-04-08..2008-04-15; 2008-08-01..2008-08-22; 2008-12-24..2009-01-12; 2009-02-06..2009-02-23; 2009-07-08..2009-07-14; 2010-03-12..2010-03-24; 2010-06-29..2010-07-08; 2012-02-06..2012-02-23,1M; 1M+3M+6M; 1M; 3M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,19,,,
AMLX,AMLX,,4,2022-06-09,2026-09-10,2022-06-09..2022-12-15; 2023-01-26..2023-02-07; 2025-07-11..2025-10-01; 2026-08-06..2026-09-10,1M+3M+6M; 6M; 6M; 1M+3M+6M,True,mid,1,21,,,
AMN,AMN,,3,2022-07-15,2026-08-20,2022-07-15..2022-07-28; 2024-08-02..2024-08-09; 2026-07-15..2026-08-20,6M; 1M; 3M+6M,False,mid,7,4,,,
AMP,AMP,,1,2009-05-21,2009-05-26,2009-05-21..2009-05-26,6M,False,mid,11,1,,,
AMPE,AMPE,,1,2020-12-24,2020-12-28,2020-12-24..2020-12-28,1M,False,small,7,2,,,
AMPG,AMPG,,2,2024-12-30,2026-07-01,2024-12-30..2025-01-10; 2026-05-22..2026-07-01,1M+3M+6M; 1M+3M+6M,True,small,4,5,,,
AMPH,AMPH,,1,2022-04-18,2022-04-26,2022-04-18..2022-04-26,6M,False,small,5,2,,,
AMPL,AMPL,,2,2026-07-20,2026-08-17,2026-07-20..2026-07-21; 2026-08-07..2026-08-17,1M; 3M,False,small,7,3,,,
AMPS^25,AMPS,,1,2022-09-27,2022-10-05,2022-09-27..2022-10-05,1M+3M+6M,True,small,2,1,,,
AMPX,AMPX,,3,2025-01-14,2026-04-29,2025-01-14..2025-02-24; 2025-06-16..2025-11-13; 2026-03-09..2026-04-29,1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,3,13,,,
AMR,AMR,,7,2021-09-16,2026-09-15,2021-09-16..2021-11-05; 2021-12-30..2022-06-14; 2022-08-08..2022-08-31; 2022-10-21..2022-11-08; 2024-02-28..2024-02-29; 2026-03-27..2026-03-30; 2026-09-03..2026-09-15,1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 6M; 1M; 1M,True,mid,1,20,,,
AMRC,AMRC,,5,2021-11-09,2025-10-30,2021-11-09..2021-11-19; 2022-03-04..2022-03-28; 2022-08-09..2022-09-26; 2024-05-13..2024-06-18; 2025-09-15..2025-10-30,1M; 1M; 1M+3M; 1M+3M; 3M+6M,False,mid,2,17,,,
AMRI^17,AMRI,,2,2014-03-21,2017-05-17,2014-03-21..2014-04-04; 2017-04-27..2017-05-17,1M+3M+6M; 1M+3M+6M,True,small,4,5,,,
AMRN,AMRN,,11,2010-11-30,2022-02-07,2010-11-30..2011-02-03; 2011-04-25..2011-06-09; 2012-01-19..2012-07-25; 2013-12-31..2014-01-15; 2015-03-16..2015-04-17; 2016-08-11..2016-08-24; 2018-09-27..2018-11-13; 2019-01-29..2019-03-19; 2019-11-18..2019-12-24; 2021-08-16..2021-08-31; 2022-02-04..2022-02-07,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,small,1,36,,,
AMRSQ^24,AMRSQ,AMRS,5,2019-02-08,2022-09-23,2019-02-08..2019-02-28; 2019-04-29..2019-05-10; 2020-12-23..2021-04-01; 2021-06-10..2021-07-12; 2022-08-16..2022-09-23,1M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M,True,small,1,11,,,
AMRX,AMRX,,2,2019-12-12,2021-04-01,2019-12-12..2020-01-16; 2021-03-24..2021-04-01,1M+3M; 1M,False,mid,2,5,,,
AMSC,AMSC,,13,2007-06-25,2026-05-15,2007-06-25..2007-08-15; 2007-11-01..2007-11-12; 2007-12-24..2008-01-03; 2008-03-06..2008-06-25; 2008-12-18..2008-12-23; 2009-01-08..2009-02-25; 2009-04-09..2009-05-06; 2010-06-04..2010-06-07; 2023-08-01..2023-09-06; 2024-06-04..2024-07-29; 2024-10-08..2024-11-26; 2025-08-05..2025-10-07; 2026-04-27..2026-05-15,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 3M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+3M,True,small,2,41,,,
AMT,AMT,,1,2008-12-30,2008-12-31,2008-12-30..2008-12-31,3M,False,large_plus,12,2,,,
AMTD,AMTD,,1,2022-08-02,2022-08-17,2022-08-02..2022-08-17,1M+3M+6M,True,mid,1,1,,,
AMTX,AMTX,,2,2021-01-25,2021-11-18,2021-01-25..2021-04-16; 2021-09-17..2021-11-18,1M+3M+6M; 1M+3M+6M,True,small,1,10,,,
AMWD^26,AMWD,,2,2015-08-24,2017-12-20,2015-08-24..2015-09-09; 2017-12-04..2017-12-20,1M+3M+6M; 1M+3M+6M,True,mid,3,7,,,
AMWL,AMWL,,1,2022-06-23,2022-06-29,2022-06-23..2022-06-29,1M+3M,False,small,8,1,,,
AMZN,AMZN,,3,2008-12-23,2009-03-12,2008-12-23..2008-12-26; 2008-12-31..2009-01-21; 2009-03-11..2009-03-12,1M; 3M+6M; 1M+3M+6M,True,large_plus,1,7,,,
AN,AN,,3,2008-08-13,2009-05-14,2008-08-13..2008-09-11; 2008-12-03..2008-12-19; 2009-01-14..2009-05-14,1M+6M; 1M; 1M+3M+6M,True,small,1,14,,,
ANAB,ANAB,,6,2017-10-16,2026-05-13,2017-10-16..2018-03-12; 2018-07-27..2018-10-10; 2020-11-04..2020-11-13; 2024-08-21..2024-09-20; 2025-03-28..2025-05-13; 2026-02-11..2026-05-13,1M+3M+6M; 1M+3M+6M; 1M+3M; 3M+6M; 1M+3M+6M; 3M+6M,True,small,1,24,,,
ANAC.1^16,ANAC,,4,2014-03-26,2015-08-11,2014-03-26..2014-03-31; 2015-02-04..2015-02-05; 2015-03-23..2015-04-30; 2015-07-23..2015-08-11,6M; 3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,9,,,
ANAD^16,ANAD,,6,2006-09-13,2010-11-11,2006-09-13..2006-09-25; 2006-11-20..2006-12-01; 2007-02-22..2007-03-07; 2007-08-09..2007-08-27; 2008-04-21..2008-06-17; 2010-10-28..2010-11-11,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M,True,small,1,16,,,
ANDE,ANDE,,2,2006-04-11,2009-07-15,2006-04-11..2006-05-18; 2009-06-26..2009-07-15,1M+3M+6M; 3M+6M,True,small,2,4,,,
ANDG,ANDG,,1,2026-07-23,2026-08-13,2026-07-23..2026-08-13,1M+6M,False,mid,6,3,,,
ANET,ANET,,3,2014-09-15,2026-08-20,2014-09-15..2014-10-10; 2018-02-16..2018-02-20; 2026-07-08..2026-08-20,1M+3M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,6,,,
ANF,ANF,,8,2009-03-02,2025-12-15,2009-03-02..2009-03-05; 2017-12-04..2017-12-07; 2018-02-05..2018-03-12; 2019-01-03..2019-01-15; 2021-03-18..2021-03-31; 2021-05-20..2021-06-04; 2022-02-01..2022-02-08; 2025-12-09..2025-12-15,1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M; 3M+6M; 1M+6M; 1M,True,mid,3,21,,,
ANGH,ANGH,,1,2022-02-17,2022-03-04,2022-02-17..2022-03-04,1M+3M+6M,True,small,2,1,,,
ANGI,ANGI,,3,2020-05-07,2022-06-07,2020-05-07..2020-07-28; 2021-09-27..2021-10-08; 2022-06-06..2022-06-07,1M+3M+6M; 1M; 1M,True,mid,4,8,,,
ANH^21,ANH,,1,2008-01-25,2008-01-30,2008-01-25..2008-01-30,3M+6M,False,small,3,3,,,
ANIK,ANIK,,2,2014-03-10,2014-05-22,2014-03-10..2014-03-14; 2014-05-07..2014-05-22,1M; 1M+3M+6M,True,small,2,4,,,
ANIP,ANIP,,6,2014-11-12,2025-04-11,2014-11-12..2015-03-10; 2015-08-04..2015-08-05; 2015-11-27..2016-01-06; 2021-11-02..2021-11-03; 2021-11-08..2021-11-09; 2025-04-09..2025-04-11,1M+3M+6M; 3M+6M; 1M+3M+6M; 1M; 3M; 1M+3M+6M,True,small,1,20,,,
ANNA,ANNA,,1,2026-03-20,2026-04-14,2026-03-20..2026-04-14,1M+3M+6M,True,small,1,1,,,
ANNX,ANNX,,3,2025-12-02,2026-04-20,2025-12-02..2025-12-18; 2026-01-16..2026-02-05; 2026-04-09..2026-04-20,1M+3M; 3M; 6M,False,small,5,10,,,
ANN^15,ANN,,2,2009-04-14,2009-08-06,2009-04-14..2009-04-16; 2009-07-27..2009-08-06,1M; 1M,False,small,9,7,,,
ANPA,ANPA,,1,2026-01-12,2026-01-30,2026-01-12..2026-01-30,1M+3M+6M,True,small,1,1,,,
ANRO,ANRO,,3,2025-10-20,2026-09-09,2025-10-20..2025-12-01; 2026-07-22..2026-08-24; 2026-08-26..2026-09-09,1M+3M+6M; 6M; 3M,True,small,1,7,,,
ANSS^25,ANSS,,2,2007-08-10,2007-11-08,2007-08-10..2007-08-21; 2007-11-07..2007-11-08,1M+3M; 6M,False,mid,3,4,,,
ANTH,ANTH,,1,2015-06-26,2015-08-11,2015-06-26..2015-08-11,1M+3M+6M,True,small,1,3,,,
ANTX,ANTX,,1,2026-03-09,2026-03-30,2026-03-09..2026-03-30,1M+3M+6M,True,small,1,2,,,
ANVS,ANVS,,3,2021-03-16,2024-07-26,2021-03-16..2021-03-18; 2021-05-21..2021-07-28; 2024-07-09..2024-07-26,3M+6M; 1M+3M+6M; 1M,True,small,1,7,,,
AOBI,AOBI,,4,2005-11-11,2008-05-27,2005-11-11..2005-11-23; 2006-11-20..2007-01-30; 2007-08-28..2007-08-29; 2008-05-14..2008-05-27,1M+3M+6M; 1M+3M+6M; 1M; 1M,True,small,1,9,,,
AON,AON,,1,2008-11-21,2008-12-11,2008-11-21..2008-12-11,1M+3M+6M,True,large_plus,2,1,,,
AOSL,AOSL,,4,2021-11-22,2026-05-06,2021-11-22..2022-01-12; 2022-02-25..2022-04-05; 2024-07-02..2024-08-01; 2026-04-20..2026-05-06,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M,True,small,3,15,,,
APA,APA,,8,2009-01-08,2026-04-14,2009-01-08..2009-01-21; 2019-10-02..2019-10-03; 2020-04-30..2020-05-08; 2020-06-16..2020-06-23; 2020-11-27..2020-12-10; 2022-01-24..2022-03-18; 2022-09-07..2022-09-23; 2026-04-08..2026-04-14,3M+6M; 1M+3M+6M; 1M; 3M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,21,,,
APC.1^19,APC,,6,2008-11-24,2016-05-06,2008-11-24..2008-12-02; 2009-01-05..2009-01-21; 2009-03-27..2009-04-01; 2009-05-12..2009-05-13; 2016-03-07..2016-03-23; 2016-05-04..2016-05-06,1M+3M+6M; 3M; 6M; 6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,15,,,
APEI,APEI,,1,2026-03-30,2026-03-31,2026-03-30..2026-03-31,1M,False,small,15,2,,,
APEN^23,APEN,,1,2021-03-05,2021-03-16,2021-03-05..2021-03-16,6M,False,small,9,2,,,
APGE^26,APGE,,6,2024-01-30,2026-04-06,2024-01-30..2024-04-01; 2024-07-23..2024-08-23; 2024-09-09..2024-10-08; 2025-05-13..2025-05-22; 2025-10-21..2025-12-02; 2026-03-27..2026-04-06,1M+3M+6M; 6M; 1M+3M; 3M; 1M+3M; 6M,True,mid,1,22,,,
APHA^21,APHA,,4,2019-01-23,2021-03-26,2019-01-23..2019-03-11; 2019-09-05..2019-09-09; 2020-12-01..2020-12-04; 2021-01-15..2021-03-26,1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,mid,2,9,,,
API,API,,3,2020-09-03,2024-12-09,2020-09-03..2020-09-16; 2021-02-01..2021-02-23; 2024-10-02..2024-12-09,1M; 1M+3M+6M; 1M+3M,True,mid,1,8,,,
APKT^13,APKT,,6,2006-12-19,2012-02-23,2006-12-19..2007-01-04; 2010-05-06..2010-08-05; 2010-10-06..2010-10-08; 2010-12-14..2011-03-15; 2011-05-03..2011-05-13; 2012-02-08..2012-02-23,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,18,,,
APLD,APLD,,8,2022-08-03,2026-05-28,2022-08-03..2022-08-15; 2023-05-16..2023-06-26; 2024-05-20..2024-07-18; 2024-09-12..2024-12-13; 2025-06-02..2025-06-25; 2025-08-05..2025-11-03; 2026-01-08..2026-02-03; 2026-04-30..2026-05-28,1M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,small,1,24,,,
APLS^26,APLS,,11,2019-07-25,2025-08-06,2019-07-25..2019-09-18; 2020-01-08..2020-01-31; 2021-05-06..2021-05-28; 2021-06-01..2021-07-16; 2021-11-19..2022-01-10; 2022-03-22..2022-04-21; 2022-06-27..2022-08-02; 2022-09-13..2022-09-20; 2023-02-22..2023-03-10; 2023-09-07..2024-01-29; 2025-07-31..2025-08-06,1M+3M+6M; 1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 6M; 6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,mid,1,41,,,
APLT^26,APLT,,3,2020-01-24,2024-11-15,2020-01-24..2020-02-18; 2024-02-28..2024-04-08; 2024-09-24..2024-11-15,1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,7,,,
APL^15,APL,,1,2010-08-02,2010-08-13,2010-08-02..2010-08-13,1M+3M+6M,True,small,1,2,,,
APO,APO,,2,2013-04-15,2020-04-24,2013-04-15..2013-04-22; 2020-04-23..2020-04-24,1M+3M+6M; 1M,True,large_plus,2,4,,,
APOL^17,APOL,,4,2008-06-30,2009-02-04,2008-06-30..2008-07-15; 2008-09-18..2008-09-19; 2008-11-05..2008-12-15; 2009-01-26..2009-02-04,1M+3M+6M; 3M; 1M+3M+6M; 1M,True,large_plus,1,12,,,
APP,APP,,11,2021-06-10,2025-10-10,2021-06-10..2021-07-01; 2021-08-30..2021-10-04; 2021-11-15..2021-11-24; 2023-02-10..2023-03-01; 2023-06-07..2023-06-08; 2023-11-24..2023-11-28; 2024-04-19..2024-04-22; 2024-11-14..2025-02-28; 2025-05-19..2025-06-17; 2025-08-14..2025-08-26; 2025-10-06..2025-10-10,1M; 1M+3M; 6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M,True,large_plus,1,37,,,
APPN,APPN,,12,2017-12-22,2026-09-11,2017-12-22..2018-01-19; 2018-06-20..2018-06-29; 2018-08-20..2018-08-22; 2018-11-26..2018-12-13; 2019-06-10..2019-06-27; 2019-08-20..2019-09-06; 2020-01-23..2020-01-31; 2020-11-11..2021-02-22; 2021-06-21..2021-07-08; 2023-02-23..2023-02-24; 2025-11-17..2025-11-25; 2026-07-29..2026-09-11,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M; 3M; 1M; 1M+3M,True,mid,1,23,,,
APPS,APPS,,9,2019-08-06,2026-08-25,2019-08-06..2019-09-12; 2019-10-31..2019-12-12; 2020-06-25..2020-07-02; 2020-08-11..2021-04-19; 2021-09-22..2021-10-11; 2024-08-13..2024-09-04; 2025-02-06..2025-02-27; 2025-05-21..2025-07-14; 2026-05-28..2026-08-25,1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M; 1M+3M; 1M+3M; 6M; 1M+3M+6M,True,small,1,40,,,
